,가해자성별,교차로형태,기상상태,노면상태,노면상태_대분류,노인보호구역,당사자종별가해자,당사자종별피해자,도로선형,도로선형_대분류,도로선형_중분류,도로종류,도로형태,법규위반가해자,보호장구가해자_대분류,보호장구피해자_대분류,사고유형,사고유형_대분류,어린이보호구역,연령가해자,연령피해자,요일,주야,차량용도가해자,차량용도가해자_대분류,차량용도피해자,차량용도피해자_대분류,피해자성별,행동유형가해자,행동유형피해자,행동유형피해자_대분류,도로심각도지수basic
54516,남,교차로아님,맑음,건조,포장 건조,아니오,대형,보행자,평지,직선,직선,시도,기타단일로,기타불명,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,48,78,목,주,비사업용 승용차,비사업용,보행자,보행자,여,후진중,보행자 기타불명,보행자,0.1168
54524,여,교차로아님,맑음,건조,포장 건조,아니오,경형,보행자,평지,직선,직선,기타불명,기타단일로,안전운전의무불이행,기타불명,보행자,횡단중,차대사람 횡단중,아니오,50,71,토,주,비사업용 승용차,비사업용,보행자,보행자,남,직진중,보행자 길가장자리구역통행중,보행자,0.0033
54532,여,교차로아님,맑음,건조,포장 건조,아니오,경형,보행자,평지,직선,직선,일반국도,횡단보도상,보행자보호의무위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,24,83,월,주,비사업용 승용차,비사업용,보행자,보행자,남,좌우회전중,보행자 횡단보도횡단중,보행자,0.1168
54554,남,교차로아님,맑음,건조,포장 건조,아니오,소형,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,기타불명,보행자,횡단중,차대사람 횡단중,아니오,67,65,목,주,비사업용 승용차,비사업용,보행자,보행자,여,출발중,보행자 횡단보도부근횡단중,보행자,0.0068
54562,남,교차로아님,맑음,건조,포장 건조,아니오,소형,보행자,평지,직선,직선,기타불명,기타단일로,안전운전의무불이행,기타불명,보행자,기타불명,차대사람,아니오,28,66,월,주,비사업용 승용차,비사업용,보행자,보행자,여,후진중,보행자 기타불명,보행자,0.0068
54583,남,교차로사지,맑음,건조,포장 건조,아니오,대형,보행자,평지,직선,직선,시도,교차로내,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,69,77,목,야,비사업용 승용차,비사업용,보행자,보행자,남,좌우회전중,보행자 횡단보도횡단중,보행자,1.0
54623,남,교차로아님,맑음,건조,포장 건조,아니오,소형,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,기타불명,보행자,기타불명,차대사람,아니오,63,60,화,야,이륜차,이륜차,보행자,보행자,남,직진중,보행자 등지고통행중차도,보행자,0.0068
54638,남,교차로사지,비,젖음습기,포장 젖음습기,아니오,중형,보행자,평지,직선,직선,시도,교차로부근,보행자보호의무위반,기타불명,보행자,횡단중,차대사람 횡단중,아니오,23,64,금,야,비사업용 승용차,비사업용,보행자,보행자,여,좌우회전중,보행자 횡단보도횡단중,보행자,0.1168
54640,남,교차로삼지,흐림,젖음습기,포장 젖음습기,아니오,소형,보행자,평지,직선,직선,기타불명,교차로내,안전운전의무불이행,기타불명,보행자,기타불명,차대사람,아니오,27,64,금,야,비사업용 승용차,비사업용,보행자,보행자,남,좌우회전중,보행자 기타불명,보행자,0.0068
54653,남,교차로삼지,맑음,건조,포장 건조,아니오,소형,보행자,평지,직선,직선,기타불명,교차로부근,안전운전의무불이행,기타불명,보행자,기타불명,차대사람,아니오,36,79,월,주,비사업용 승용차,비사업용,보행자,보행자,남,후진중,보행자 기타불명,보행자,0.0068
54670,여,교차로아님,맑음,건조,포장 건조,아니오,소형,보행자,평지,직선,직선,일반국도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,29,75,목,주,비사업용 승용차,비사업용,보행자,보행자,남,직진중,보행자 기타불명,보행자,0.0068
54673,여,교차로아님,맑음,건조,포장 건조,아니오,경형,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,49,61,목,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 기타불명,보행자,0.0033
54680,남,교차로아님,맑음,건조,포장 건조,아니오,소형,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전모,보행자,횡단중,차대사람 횡단중,아니오,47,81,금,야,이륜차,이륜차,보행자,보행자,여,직진중,보행자 기타횡단중,보행자,0.1236
54724,여,교차로아님,맑음,건조,포장 건조,아니오,중형,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,기타불명,보행자,기타불명,차대사람,아니오,41,79,목,주,비사업용 승용차,비사업용,보행자,보행자,여,기타불명,보행자 등지고통행중차도,보행자,0.0068
54728,남,교차로삼지,맑음,건조,포장 건조,아니오,중형,보행자,평지,직선,직선,기타불명,교차로내,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,35,92,토,야,사업용 렌터카,사업용,보행자,보행자,여,좌우회전중,보행자 기타불명,보행자,0.1168
54729,여,교차로아님,맑음,건조,포장 건조,아니오,대형,보행자,평지,직선,직선,일반국도,횡단보도상,신호위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,61,71,일,주,사업용 렌터카,사업용,보행자,보행자,남,직진중,보행자 횡단보도횡단중,보행자,0.1168
54753,남,교차로아님,맑음,건조,포장 건조,아니오,중형,보행자,평지,직선,직선,지방도,기타단일로,안전운전의무불이행,기타불명,보행자,횡단중,차대사람 횡단중,아니오,67,72,토,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 기타횡단중,보행자,0.1168
54763,여,교차로삼지,맑음,건조,포장 건조,아니오,소형,보행자,평지,직선,직선,기타불명,교차로부근,안전운전의무불이행,기타불명,보행자,기타불명,차대사람,아니오,40,61,월,주,비사업용 승용차,비사업용,보행자,보행자,여,후진중,보행자 기타횡단중,보행자,0.0068
54772,남,교차로아님,맑음,건조,포장 건조,아니오,대형,보행자,평지,직선,직선,일반국도,기타단일로,기타불명,안전벨트카시트,보행자,기타불명,차대사람,아니오,58,67,수,주,사업용 시내버스,사업용,보행자,보행자,남,주정차중,보행자 기타불명,보행자,0.1168
54792,남,교차로아님,맑음,건조,포장 건조,아니오,대형,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,58,80,월,주,사업용 시내버스,사업용,보행자,보행자,여,주정차중,보행자 기타불명,보행자,0.0068
54802,남,교차로아님,맑음,건조,포장 건조,아니오,소형,보행자,평지,직선,직선,일반국도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,61,70,월,야,비사업용 화물차,비사업용,보행자,보행자,여,직진중,보행자 기타불명,보행자,0.1168
54809,남,교차로아님,맑음,건조,포장 건조,아니오,중형,보행자,평지,직선,직선,기타불명,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,47,76,화,주,사업용 일반화물,사업용,보행자,보행자,남,후진중,보행자 기타불명,보행자,0.1168
54820,남,교차로아님,비,젖음습기,포장 젖음습기,아니오,중형,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,62,69,수,주,사업용 법인택시,사업용,보행자,보행자,남,직진중,보행자 마주보고통행중차도,보행자,0.1168
54821,남,교차로아님,비,젖음습기,포장 젖음습기,아니오,경형,보행자,평지,직선,직선,지방도,횡단보도상,신호위반,기타불명,보행자,횡단중,차대사람 횡단중,아니오,77,72,수,야,비사업용 승용차,비사업용,보행자,보행자,남,직진중,보행자 횡단보도횡단중,보행자,0.0068
54824,남,교차로사지,비,젖음습기,포장 젖음습기,아니오,소형,보행자,평지,직선,직선,일반국도,교차로부근,신호위반,안전모,보행자,횡단중,차대사람 횡단중,아니오,20,63,수,야,이륜차,이륜차,보행자,보행자,남,직진중,보행자 횡단보도횡단중,보행자,0.1168
54840,남,교차로아님,맑음,건조,포장 건조,아니오,중형,보행자,평지,직선,직선,일반국도,기타단일로,안전운전의무불이행,기타불명,보행자,차도통행중,차대사람 차도통행중,아니오,41,71,토,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 기타횡단중,보행자,0.1168
54869,남,교차로아님,맑음,건조,포장 건조,아니오,건설기계,보행자,평지,직선,직선,기타불명,기타단일로,기타불명,안전벨트카시트,보행자,보도통행중,차대사람 보도통행중,아니오,59,72,화,야,비사업용 비사업용기타,비사업용,보행자,보행자,여,후진중,보행자 보도통행중,보행자,0.1168
77094,남,교차로아님,맑음,건조,포장 건조,아니오,소형,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,차도통행중,차대사람 차도통행중,아니오,36,64,일,주,사업용 일반화물,사업용,보행자,보행자,여,직진중,보행자 마주보고통행중차도,보행자,0.0068
77114,여,교차로삼지,맑음,건조,포장 건조,아니오,경형,보행자,평지,직선,직선,시도,교차로내,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,52,64,수,주,비사업용 승용차,비사업용,보행자,보행자,여,좌우회전중,보행자 기타횡단중,보행자,0.1168
77117,남,교차로삼지,맑음,건조,포장 건조,아니오,경형,보행자,평지,직선,직선,시도,교차로내,신호위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,55,64,수,주,비사업용 화물차,비사업용,보행자,보행자,여,좌우회전중,보행자 횡단보도횡단중,보행자,0.0068
77127,남,교차로사지,맑음,건조,포장 건조,아니오,중형,보행자,평지,직선,직선,일반국도,교차로부근,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,28,69,목,야,비사업용 승용차,비사업용,보행자,보행자,남,직진중,보행자 육교부근횡단중,보행자,0.0033
77135,남,교차로아님,맑음,건조,포장 건조,아니오,중형,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,길가장자리구역통행중,차대사람 길가장자리구역통행중,아니오,50,68,금,주,비사업용 승용차,비사업용,보행자,보행자,남,직진중,보행자 노상작업중,보행자,0.1168
77158,남,교차로아님,흐림,건조,포장 건조,아니오,중형,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,차도통행중,차대사람 차도통행중,아니오,27,66,수,주,비사업용 승용차,비사업용,보행자,보행자,남,직진중,보행자 등지고통행중차도,보행자,0.1168
77160,남,교차로아님,맑음,건조,포장 건조,아니오,중형,보행자,평지,직선,직선,기타불명,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,55,61,수,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 길가장자리구역통행중,보행자,0.0068
77227,남,교차로아님,맑음,건조,포장 건조,아니오,소형,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,기타불명,보행자,기타불명,차대사람,아니오,41,60,목,주,사업용 일반화물,사업용,보행자,보행자,남,직진중,보행자 등지고통행중차도,보행자,0.1168
77245,남,교차로아님,맑음,건조,포장 건조,아니오,중형,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전모,보행자,횡단중,차대사람 횡단중,아니오,46,68,일,야,이륜차,이륜차,보행자,보행자,여,직진중,보행자 기타횡단중,보행자,0.1168
